6,8,36255,123081,150143,161112,138823,130364,85308,77484
0,9,20245,150143,161112,138823,130364,85308,77484,93860
1,10,27438,161112,138823,130364,85308,77484,93860,82925
2,11,43459,138823,130364,85308,77484,93860,82925,101323
3,12,24325,130364,85308,77484,93860,82925,101323,100402
4,13,68203,85308,77484,93860,82925,101323,100402,147921
5,14,72220,77484,93860,82925,101323,100402,147921,139605
6,15,35663,93860,82925,101323,100402,147921,139605,182710
0,16,75806,82925,101323,100402,147921,139605,182710,130012
1,17,73460,101323,100402,147921,139605,182710,130012,319197
2,18,54221,100402,147921,139605,182710,130012,319197,286269
3,19,39638,147921,139605,182710,130012,319197,286269,207389
4,20,55307,139605,182710,130012,319197,286269,207389,229731
5,21,65472,182710,130012,319197,286269,207389,229731,189167
6,22,69070,130012,319197,286269,207389,229731,189167,180214
0,23,29268,319197,286269,207389,229731,189167,180214,195430
1,24,64604,286269,207389,229731,189167,180214,195430,168374
2,25,48184,207389,229731,189167,180214,195430,168374,220058
3,26,68990,229731,189167,180214,195430,168374,220058,211242
4,27,52778,189167,180214,195430,168374,220058,211242,242227
5,28,35420,180214,195430,168374,220058,211242,242227,185866
6,29,75071,195430,168374,220058,211242,242227,185866,201731
0,30,79424,168374,220058,211242,242227,185866,201731,322394
1,31,84934,220058,211242,242227,185866,201731,322394,272109
2,1,42495,211242,242227,185866,201731,322394,272109,231309
3,2,35483,242227,185866,201731,322394,272109,231309,100227
4,3,98687,185866,201731,322394,272109,231309,100227,96361
5,4,28691,201731,322394,272109,231309,100227,96361,198368
6,5,48700,322394,272109,231309,100227,96361,198368,122314
0,6,55054,272109,231309,100227,96361,198368,122314,148078
1,7,77115,231309,100227,96361,198368,122314,148078,167550
2,8,49544,100227,96361,198368,122314,148078,167550,196780
3,9,69302,96361,198368,122314,148078,167550,196780,160017
4,10,27059,198368,122314,148078,167550,196780,160017,191447
5,11,44956,122314,148078,167550,196780,160017,191447,148566
6,12,46910,148078,167550,196780,160017,191447,148566,170868
0,13,35772,167550,196780,160017,191447,148566,170868,229362
1,14,37088,196780,160017,191447,148566,170868,229362,198988
2,15,65332,160017,191447,148566,170868,229362,198988,104700
3,16,39305,191447,148566,170868,229362,198988,104700,148724
4,17,52199,148566,170868,229362,198988,104700,148724,124946
5,18,45317,170868,229362,198988,104700,148724,124946,122836
6,19,64733,229362,198988,104700,148724,124946,122836,104011
0,20,31220,198988,104700,148724,124946,122836,104011,167565
1,21,68892,104700,148724,124946,122836,104011,167565,138260
2,22,50593,148724,124946,122836,104011,167565,138260,191337
3,23,79066,124946,122836,104011,167565,138260,191337,146702
4,24,58163,122836,104011,167565,138260,191337,146702,176007
5,25,61737,104011,167565,138260,191337,146702,176007,152073
6,26,46957,167565,138260,191337,146702,176007,152073,126514
0,27,33009,138260,191337,146702,176007,152073,126514,150100
1,28,48123,191337,146702,176007,152073,126514,150100,128742
2,1,53754,146702,176007,152073,126514,150100,128742,137845
3,2,70240,176007,152073,126514,150100,128742,137845,152186
4,3,34450,152073,126514,150100,128742,137845,152186,151048
5,4,40616,126514,150100,128742,137845,152186,151048,104319
6,5,68940,150100,128742,137845,152186,151048,104319,89954
0,6,29109,128742,137845,152186,151048,104319,89954,125861
1,7,52968,137845,152186,151048,104319,89954,125861,107432
2,8,52518,152186,151048,104319,89954,125861,107432,172221
3,9,37285,151048,104319,89954,125861,107432,172221,147996
4,10,54904,104319,89954,125861,107432,172221,147996,137864
5,11,47785,89954,125861,107432,172221,147996,137864,139564
6,12,64803,125861,107432,172221,147996,137864,139564,115665
0,13,27599,107432,172221,147996,137864,139564,115665,134351
1,14,79552,172221,147996,137864,139564,115665,134351,112187
2,15,73563,147996,137864,139564,115665,134351,112187,173429
3,16,63070,137864,139564,115665,134351,112187,173429,170193
4,17,5942,139564,115665,134351,112187,173429,170193,136260
5,18,31671,115665,134351,112187,173429,170193,136260,74642
6,19,39257,134351,112187,173429,170193,136260,74642,144156
0,20,50960,112187,173429,170193,136260,74642,144156,100721
1,21,47433,173429,170193,136260,74642,144156,100721,136264
2,22,56941,170193,136260,74642,144156,100721,136264,163535
3,23,58694,136260,74642,144156,100721,136264,163535,116267
4,24,46167,74642,144156,100721,136264,163535,116267,134909
5,25,41799,144156,100721,136264,163535,116267,134909,129639
6,26,33800,100721,136264,163535,116267,134909,129639,98038
0,27,18116,136264,163535,116267,134909,129639,98038,128482
1,28,36311,163535,116267,134909,129639,98038,128482,106899
2,29,41049,116267,134909,129639,98038,128482,106899,108353
3,30,66834,134909,129639,98038,128482,106899,108353,153629
4,31,49170,129639,98038,128482,106899,108353,153629,156306
5,1,49067,98038,128482,106899,108353,153629,156306,158711
6,2,39761,128482,106899,108353,153629,156306,158711,127933
0,3,22642,106899,108353,153629,156306,158711,127933,88583
1,4,27431,108353,153629,156306,158711,127933,88583,74109
2,5,42320,153629,156306,158711,127933,88583,74109,81410
3,6,36125,156306,158711,127933,88583,74109,81410,147599
4,7,42956,158711,127933,88583,74109,81410,147599,118687
5,8,59716,127933,88583,74109,81410,147599,118687,126765
6,9,48391,88583,74109,81410,147599,118687,126765,119068
0,10,16399,74109,81410,147599,118687,126765,119068,151553
1,11,46895,81410,147599,118687,126765,119068,151553,126468
2,12,34359,147599,118687,126765,119068,151553,126468,109594
3,13,33752,118687,126765,119068,151553,126468,109594,139263
4,14,27624,126765,119068,151553,126468,109594,139263,102008
5,15,12966,119068,151553,126468,109594,139263,102008,104185
6,16,18851,151553,126468,109594,139263,102008,104185,78076
0,17,8459,126468,109594,139263,102008,104185,78076,57508
1,18,60439,109594,139263,102008,104185,78076,57508,196763
2,19,38367,139263,102008,104185,78076,57508,196763,272827
3,20,28143,102008,104185,78076,57508,196763,272827,172920
4,21,40406,104185,78076,57508,196763,272827,172920,205043
5,22,34460,78076,57508,196763,272827,172920,205043,157748
6,23,22918,57508,196763,272827,172920,205043,157748,142081
0,24,32896,196763,272827,172920,205043,157748,142081,141432
1,25,32271,272827,172920,205043,157748,142081,141432,191140
2,26,46009,172920,205043,157748,142081,141432,191140,187346
3,27,36562,205043,157748,142081,141432,191140,187346,186592
4,28,41167,157748,142081,141432,191140,187346,186592,211682
5,29,48089,142081,141432,191140,187346,186592,211682,241622
6,30,57094,141432,191140,187346,186592,211682,241622,219846
0,1,46465,191140,187346,186592,211682,241622,219846,288438
1,2,28571,187346,186592,211682,241622,219846,288438,146671
2,3,58068,186592,211682,241622,219846,288438,146671,87787
3,4,22850,211682,241622,219846,288438,146671,87787,112818
4,5,50137,241622,219846,288438,146671,87787,112818,96583
5,6,48549,219846,288438,146671,87787,112818,96583,108712
6,7,36153,288438,146671,87787,112818,96583,108712,109351
0,8,19215,146671,87787,112818,96583,108712,109351,105457
1,9,34202,87787,112818,96583,108712,109351,105457,72082
2,10,44605,112818,96583,108712,109351,105457,72082,126197
3,11,37131,96583,108712,109351,105457,72082,126197,124288
4,12,59477,108712,109351,105457,72082,126197,124288,127786
5,13,26464,109351,105457,72082,126197,124288,127786,141692
6,14,29592,105457,72082,126197,124288,127786,141692,116605
0,15,25479,72082,126197,124288,127786,141692,116605,158480
1,16,66789,126197,124288,127786,141692,116605,158480,160794
2,17,32635,124288,127786,141692,116605,158480,160794,126508
3,18,31489,127786,141692,116605,158480,160794,126508,115103
4,19,38832,141692,116605,158480,160794,126508,115103,143488
5,20,47355,116605,158480,160794,126508,115103,143488,115134
6,21,35491,158480,160794,126508,115103,143488,115134,89131
0,22,23347,160794,126508,115103,143488,115134,89131,127065
1,23,23838,126508,115103,143488,115134,89131,127065,99814
2,24,18717,115103,143488,115134,89131,127065,99814,99416
3,25,33221,143488,115134,89131,127065,99814,99416,97809
4,26,44778,115134,89131,127065,99814,99416,97809,123935
5,27,61157,89131,127065,99814,99416,97809,123935,126898
6,28,56074,127065,99814,99416,97809,123935,126898,170669
0,29,20408,99814,99416,97809,123935,126898,170669,106416
1,30,95617,99416,97809,123935,126898,170669,106416,145752
2,31,45728,97809,123935,126898,170669,106416,145752,171879
3,1,60401,123935,126898,170669,106416,145752,171879,161502
4,2,63008,126898,170669,106416,145752,171879,161502,191701
5,3,76277,170669,106416,145752,171879,161502,191701,190186
6,4,44204,106416,145752,171879,161502,191701,190186,175183
0,5,26372,145752,171879,161502,191701,190186,175183,142124
1,6,44681,171879,161502,191701,190186,175183,142124,130407
2,7,44085,161502,191701,190186,175183,142124,130407,165866
3,8,47717,191701,190186,175183,142124,130407,165866,144591
4,9,68448,190186,175183,142124,130407,165866,144591,147383
5,10,71911,175183,142124,130407,165866,144591,147383,228062
6,11,62479,142124,130407,165866,144591,147383,228062,201023
0,12,28620,130407,165866,144591,147383,228062,201023,130533
1,13,57226,165866,144591,147383,228062,201023,130533,164804
2,14,62923,144591,147383,228062,201023,130533,164804,168370
3,15,45929,147383,228062,201023,130533,164804,168370,177427
4,16,56485,228062,201023,130533,164804,168370,177427,188920
5,17,75630,201023,130533,164804,168370,177427,188920,175243
6,18,39971,130533,164804,168370,177427,188920,175243,164913
0,19,35852,164804,168370,177427,188920,175243,164913,131210
1,20,33823,168370,177427,188920,175243,164913,131210,132518
2,21,46263,177427,188920,175243,164913,131210,132518,125537
3,22,40916,188920,175243,164913,131210,132518,125537,153126
4,23,70865,175243,164913,131210,132518,125537,153126,175224
5,24,75597,164913,131210,132518,125537,153126,175224,264121
6,25,54893,131210,132518,125537,153126,175224,264121,182155
0,26,25492,132518,125537,153126,175224,264121,182155,181067
1,27,53505,125537,153126,175224,264121,182155,181067,112965
2,28,42196,153126,175224,264121,182155,181067,112965,174441
3,29,60043,175224,264121,182155,181067,112965,174441,173733
4,30,89894,264121,182155,181067,112965,174441,173733,170968
5,1,67353,182155,181067,112965,174441,173733,170968,195018
6,2,58481,181067,112965,174441,173733,170968,195018,187789
0,3,36531,112965,174441,173733,170968,195018,187789,153413
1,4,63672,174441,173733,170968,195018,187789,153413,121107
2,5,63557,173733,170968,195018,187789,153413,121107,186274
3,6,64802,170968,195018,187789,153413,121107,186274,152673
4,7,27626,195018,187789,153413,121107,186274,152673,152683
5,8,48341,187789,153413,121107,186274,152673,152683,196051
6,9,26115,153413,121107,186274,152673,152683,196051,155456
0,10,27778,121107,186274,152673,152683,196051,155456,160128
1,11,49241,186274,152673,152683,196051,155456,160128,142371
2,12,46537,152673,152683,196051,155456,160128,142371,251474
3,13,63645,152683,196051,155456,160128,142371,251474,208547
4,14,83409,196051,155456,160128,142371,251474,208547,266907
5,15,109002,155456,160128,142371,251474,208547,266907,246360
6,16,92501,160128,142371,251474,208547,266907,246360,243616
0,17,45127,142371,251474,208547,266907,246360,243616,241352
1,18,62579,251474,208547,266907,246360,243616,241352,280259
2,19,53310,208547,266907,246360,243616,241352,280259,274046
3,20,97077,266907,246360,243616,241352,280259,274046,279068
4,21,68708,246360,243616,241352,280259,274046,279068,318773
5,22,69614,243616,241352,280259,274046,279068,318773,328749
